CustomerID,FirstPurchase,LastPurchase,Orders,Revenue,Quantity,Recency,Frequency,Monetary,Status,Customer_Lifetime_Value
13068,2011-01-24 08:20:00,2011-11-29 15:00:00,2,344.0,200,10,2,344.0,Active,344.0
13069,2010-12-05 11:02:00,2011-12-09 08:39:00,24,4436.12,5885,1,24,4436.12,Active,4436.12
13070,2011-05-31 13:45:00,2011-05-31 13:45:00,1,228.8,110,192,1,228.8,Churned,228.8
13072,2011-03-18 08:12:00,2011-03-18 08:12:00,1,177.15,69,267,1,177.15,Churned,177.15
13075,2011-08-02 10:19:00,2011-08-02 10:19:00,1,919.61,485,130,1,919.61,Churned,919.61
13077,2010-12-08 14:59:00,2011-12-08 19:24:00,4,729.27,863,1,4,729.27,Active,729.27
13078,2010-12-08 09:07:00,2011-12-06 15:36:00,26,12627.94,5630,3,26,12627.94,Active,12627.94
13079,2011-07-22 14:41:00,2011-12-05 16:53:00,5,220.10000000000002,62,4,5,220.10000000000002,Active,220.10000000000002
13080,2011-06-13 14:59:00,2011-06-13 14:59:00,1,58.08,120,179,1,58.08,Churned,58.08
13081,2010-12-03 17:20:00,2011-11-28 10:54:00,11,28337.38,19068,12,11,28337.38,Active,28337.38
13082,2011-01-05 15:42:00,2011-08-05 16:16:00,9,3613.63,4324,126,9,3613.63,Churned,3613.63
13083,2011-09-25 10:46:00,2011-12-05 15:01:00,2,303.75,187,4,2,303.75,Active,303.75
13085,2011-02-17 13:57:00,2011-07-05 12:11:00,2,416.08,216,158,2,416.08,Churned,416.08
13089,2010-12-05 10:27:00,2011-12-07 09:02:00,97,58825.83,31070,3,97,58825.83,Active,58825.83
13090,2010-12-02 07:48:00,2011-12-01 12:39:00,14,8910.82,2263,9,14,8910.82,Active,8910.82
13091,2011-11-11 15:54:00,2011-11-11 15:54:00,1,345.82,466,28,1,345.82,Active,345.82
13092,2010-12-15 12:27:00,2011-09-30 11:18:00,5,477.83,279,71,5,477.83,At Risk,477.83
13093,2010-12-01 15:00:00,2011-03-09 12:14:00,8,7832.47,3961,276,8,7832.47,Churned,7832.47
13094,2010-12-06 10:34:00,2011-11-18 14:07:00,12,1927.3200000000002,1716,21,12,1927.3200000000002,Active,1927.3200000000002
13095,2011-09-30 12:03:00,2011-09-30 12:03:00,1,74.39999999999999,144,71,1,74.39999999999999,At Risk,74.39999999999999
13097,2010-12-14 15:13:00,2011-11-07 10:43:00,10,6010.42,2363,33,10,6010.42,At Risk,6010.42
13098,2011-01-26 13:46:00,2011-12-08 14:14:00,28,28882.44,15968,1,28,28882.44,Active,28882.44
13099,2011-09-01 17:40:00,2011-09-01 17:40:00,1,207.36,288,99,1,207.36,Churned,207.36
13101,2011-04-19 14:37:00,2011-04-19 14:37:00,1,101.19,113,234,1,101.19,Churned,101.19
13102,2010-12-09 13:38:00,2011-12-08 12:52:00,24,6424.09,4204,1,24,6424.09,Active,6424.09
13103,2011-10-31 09:38:00,2011-10-31 09:38:00,1,243.94,82,40,1,243.94,At Risk,243.94
13104,2010-12-20 11:58:00,2011-12-06 13:10:00,6,1098.48,504,3,6,1098.48,Active,1098.48
13106,2011-07-29 15:12:00,2011-07-29 15:12:00,1,76.5,18,133,1,76.5,Churned,76.5
13107,2011-01-10 12:28:00,2011-10-26 14:52:00,4,1531.6200000000001,1293,44,4,1531.6200000000001,At Risk,1531.6200000000001
13108,2010-12-02 10:35:00,2010-12-02 10:35:00,1,350.06,298,373,1,350.06,Churned,350.06
13109,2011-07-05 14:56:00,2011-10-11 10:16:00,2,786.54,520,60,2,786.54,At Risk,786.54
13110,2011-02-01 15:24:00,2011-11-08 14:30:00,7,1488.67,388,31,7,1488.67,At Risk,1488.67
13113,2010-12-08 13:21:00,2011-12-09 12:49:00,24,12245.960000000001,3045,1,24,12245.960000000001,Active,12245.960000000001
13115,2011-06-08 16:15:00,2011-11-28 12:38:00,4,2294.78,1567,12,4,2294.78,Active,2294.78
13116,2011-07-24 14:33:00,2011-07-24 14:33:00,1,501.14,291,138,1,501.14,Churned,501.14
13117,2010-12-02 13:11:00,2011-11-18 12:02:00,8,984.91,945,22,8,984.91,Active,984.91
13118,2011-02-24 12:32:00,2011-11-20 12:46:00,5,1197.81,410,20,5,1197.81,Active,1197.81
13120,2011-04-15 10:19:00,2011-04-15 10:19:00,1,30.6,12,239,1,30.6,Churned,30.6
13121,2011-03-15 16:47:00,2011-03-15 16:47:00,1,283.73,252,269,1,283.73,Churned,283.73
13122,2011-04-13 14:12:00,2011-09-06 15:53:00,2,922.39,585,94,2,922.39,Churned,922.39
13124,2010-12-15 15:00:00,2011-09-11 12:45:00,3,3866.33,2147,90,3,3866.33,At Risk,3866.33
13126,2010-12-08 11:42:00,2011-12-05 10:00:00,8,2099.64,2143,5,8,2099.64,Active,2099.64
13127,2011-09-23 10:26:00,2011-09-23 10:26:00,1,259.17,127,78,1,259.17,At Risk,259.17
13130,2011-09-06 15:30:00,2011-09-06 15:30:00,1,64.0,32,94,1,64.0,Churned,64.0
13131,2011-06-05 10:54:00,2011-11-16 13:21:00,3,1073.3,447,23,3,1073.3,Active,1073.3
13132,2011-03-23 12:44:00,2011-03-23 12:44:00,1,77.3,20,262,1,77.3,Churned,77.3
13133,2011-02-08 15:48:00,2011-03-11 10:31:00,2,109.8,32,274,2,109.8,Churned,109.8
13134,2011-04-13 12:57:00,2011-09-15 10:35:00,4,1793.58,1059,86,4,1793.58,At Risk,1793.58
13135,2011-05-27 10:52:00,2011-05-27 10:52:00,1,3096.0,4300,197,1,3096.0,Churned,3096.0
13136,2011-05-11 12:47:00,2011-10-14 13:41:00,5,2607.61,1328,56,5,2607.61,At Risk,2607.61
13137,2011-02-04 11:54:00,2011-11-29 12:09:00,8,3650.41,2226,11,8,3650.41,Active,3650.41
13138,2010-12-02 15:03:00,2011-11-17 16:51:00,6,962.39,473,22,6,962.39,Active,962.39
13139,2011-03-25 11:57:00,2011-11-23 13:54:00,7,5064.9400000000005,2425,16,7,5064.9400000000005,Active,5064.9400000000005
13140,2010-12-08 15:12:00,2011-08-23 15:33:00,3,423.72,186,108,3,423.72,Churned,423.72
13141,2011-01-28 13:04:00,2011-09-16 09:54:00,5,2388.75,1548,85,5,2388.75,At Risk,2388.75
13142,2011-11-20 16:07:00,2011-11-20 16:07:00,1,307.09000000000003,258,19,1,307.09000000000003,Active,307.09000000000003
13144,2011-01-11 11:15:00,2011-01-11 11:15:00,1,110.95,21,333,1,110.95,Churned,110.95
13145,2010-12-02 18:06:00,2011-10-31 12:45:00,4,618.52,145,40,4,618.52,At Risk,618.52
13146,2011-11-13 15:29:00,2011-11-13 15:29:00,1,228.91,154,26,1,228.91,Active,228.91
13147,2011-09-01 12:28:00,2011-11-29 13:59:00,4,712.8,144,10,4,712.8,Active,712.8
13148,2010-12-10 13:06:00,2011-11-10 15:23:00,12,3707.12,1975,29,12,3707.12,Active,3707.12
13149,2011-02-23 13:57:00,2011-11-25 13:09:00,4,1676.06,1280,14,4,1676.06,Active,1676.06
13151,2011-02-17 12:29:00,2011-02-17 12:29:00,1,1257.8700000000001,363,296,1,1257.8700000000001,Churned,1257.8700000000001
13153,2011-12-04 12:14:00,2011-12-04 12:14:00,1,486.22,418,6,1,486.22,Active,486.22
13155,2010-12-06 12:44:00,2011-11-06 15:41:00,4,971.76,497,33,4,971.76,At Risk,971.76
13157,2011-02-14 14:03:00,2011-10-21 13:50:00,4,1741.22,1439,49,4,1741.22,At Risk,1741.22
13158,2011-01-25 09:58:00,2011-09-06 11:58:00,4,1201.06,784,95,4,1201.06,Churned,1201.06
13159,2011-08-16 11:44:00,2011-12-01 11:20:00,4,1437.85,1059,9,4,1437.85,Active,1437.85
13160,2011-11-17 13:07:00,2011-11-17 13:07:00,1,91.8,56,22,1,91.8,Active,91.8
13161,2011-01-30 14:03:00,2011-01-30 14:03:00,1,112.75,29,313,1,112.75,Churned,112.75
13162,2011-01-09 10:43:00,2011-08-09 15:59:00,4,1688.29,1713,122,4,1688.29,Churned,1688.29
13165,2010-12-23 14:06:00,2011-10-24 15:05:00,2,1021.48,1376,46,2,1021.48,At Risk,1021.48
13166,2011-03-01 15:16:00,2011-03-01 15:16:00,1,417.2,216,283,1,417.2,Churned,417.2
13167,2011-07-19 12:13:00,2011-11-21 12:24:00,4,791.33,785,19,4,791.33,Active,791.33
13168,2011-01-25 13:55:00,2011-11-03 12:56:00,4,1319.19,682,36,4,1319.19,At Risk,1319.19
13169,2011-04-01 14:24:00,2011-10-07 12:11:00,2,712.88,272,64,2,712.88,At Risk,712.88
13170,2011-11-13 12:19:00,2011-11-13 12:19:00,1,116.00999999999999,147,27,1,116.00999999999999,Active,116.00999999999999
13171,2011-02-13 14:16:00,2011-11-18 10:27:00,3,468.41,229,22,3,468.41,Active,468.41
13173,2010-12-07 14:30:00,2011-12-05 15:51:00,2,353.65000000000003,277,4,2,353.65000000000003,Active,353.65000000000003
13174,2010-12-05 16:24:00,2011-11-23 14:35:00,3,2817.03,1395,16,3,2817.03,Active,2817.03
13176,2011-10-24 15:43:00,2011-10-24 15:43:00,1,492.84,453,46,1,492.84,At Risk,492.84
13177,2011-10-06 09:56:00,2011-10-06 09:56:00,1,282.45,91,65,1,282.45,At Risk,282.45
13178,2010-12-14 12:22:00,2011-11-13 16:14:00,11,5725.47,3570,26,11,5725.47,Active,5725.47
13182,2011-10-25 13:46:00,2011-10-25 13:46:00,1,121.18,201,45,1,121.18,At Risk,121.18
13183,2011-01-09 10:50:00,2011-12-02 10:30:00,9,3957.78,2208,8,9,3957.78,Active,3957.78
13184,2011-02-22 17:25:00,2011-11-25 12:02:00,10,1701.29,1692,15,10,1701.29,Active,1701.29
13185,2011-03-17 11:56:00,2011-03-17 11:56:00,1,71.4,12,268,1,71.4,Churned,71.4
13186,2011-08-03 09:09:00,2011-10-31 11:40:00,3,1575.89,820,40,3,1575.89,At Risk,1575.89
13187,2011-01-06 18:57:00,2011-01-06 18:57:00,1,236.02,95,337,1,236.02,Churned,236.02
13188,2011-11-28 15:28:00,2011-11-28 15:28:00,1,114.6,25,11,1,114.6,Active,114.6
13189,2011-08-16 13:12:00,2011-11-21 10:39:00,2,260.68,842,19,2,260.68,Active,260.68
13192,2011-05-18 14:57:00,2011-09-05 14:13:00,2,911.94,595,95,2,911.94,Churned,911.94
13193,2011-10-09 14:30:00,2011-10-09 14:30:00,1,117.88,50,61,1,117.88,At Risk,117.88
13194,2011-07-27 09:01:00,2011-07-27 09:01:00,1,60.7,26,136,1,60.7,Churned,60.7
13196,2011-03-22 14:24:00,2011-11-28 13:54:00,4,1797.78,1224,11,4,1797.78,Active,1797.78
13198,2010-12-13 09:29:00,2011-11-29 15:17:00,6,3401.2400000000002,2648,10,6,3401.2400000000002,Active,3401.2400000000002
13199,2010-12-08 10:51:00,2011-12-06 12:30:00,38,9817.12,6176,4,38,9817.12,Active,9817.12
13200,2011-08-05 14:50:00,2011-11-20 15:35:00,4,870.09,516,19,4,870.09,Active,870.09
13203,2011-04-11 14:40:00,2011-11-30 10:45:00,4,869.46,800,10,4,869.46,Active,869.46
13207,2011-07-12 11:35:00,2011-11-24 14:52:00,2,250.26000000000002,130,15,2,250.26000000000002,Active,250.26000000000002
13208,2011-02-03 19:32:00,2011-10-12 09:54:00,6,1223.9,804,59,6,1223.9,At Risk,1223.9
13209,2010-12-13 10:31:00,2011-11-09 13:54:00,8,5891.61,4253,30,8,5891.61,Active,5891.61
13210,2011-09-07 08:18:00,2011-09-07 08:18:00,1,353.48,316,94,1,353.48,Churned,353.48
13211,2010-12-13 16:17:00,2011-11-29 14:43:00,3,1197.42,874,10,3,1197.42,Active,1197.42
13212,2011-10-09 14:48:00,2011-11-20 12:40:00,3,788.08,310,20,3,788.08,Active,788.08
13213,2011-05-24 12:22:00,2011-10-14 11:42:00,5,1520.58,1360,57,5,1520.58,At Risk,1520.58
13216,2011-03-17 12:18:00,2011-03-17 12:18:00,1,333.74,297,268,1,333.74,Churned,333.74
13217,2011-07-06 12:08:00,2011-08-09 15:32:00,3,533.98,262,122,3,533.98,Churned,533.98
13218,2011-08-04 16:59:00,2011-08-04 16:59:00,1,62.64,88,127,1,62.64,Churned,62.64
13220,2011-04-17 10:59:00,2011-09-22 13:38:00,4,819.2900000000001,196,78,4,819.2900000000001,At Risk,819.2900000000001
13221,2010-12-15 13:24:00,2011-04-13 16:58:00,2,847.41,244,240,2,847.41,Churned,847.41
13223,2011-04-21 15:16:00,2011-05-23 13:03:00,2,163.2,88,200,2,163.2,Churned,163.2
13224,2011-07-11 14:10:00,2011-10-10 14:55:00,2,2155.95,1518,60,2,2155.95,At Risk,2155.95
13225,2010-12-13 09:49:00,2011-12-06 13:29:00,7,6463.84,3416,3,7,6463.84,Active,6463.84
13226,2011-03-11 14:35:00,2011-03-11 14:35:00,1,108.21000000000001,80,273,1,108.21000000000001,Churned,108.21000000000001
13227,2011-05-22 11:47:00,2011-05-22 11:47:00,1,257.7,99,202,1,257.7,Churned,257.7
13228,2011-09-19 14:28:00,2011-09-19 14:28:00,1,358.0,200,81,1,358.0,At Risk,358.0
13229,2011-04-28 12:07:00,2011-04-28 12:07:00,1,160.95,63,226,1,160.95,Churned,160.95
13230,2010-12-09 19:28:00,2011-12-05 16:03:00,14,2806.97,1665,4,14,2806.97,Active,2806.97
13232,2011-04-10 13:48:00,2011-11-27 10:39:00,7,1357.6,778,13,7,1357.6,Active,1357.6
13233,2011-01-07 14:49:00,2011-09-26 13:25:00,2,605.12,1004,74,2,605.12,At Risk,605.12
13235,2011-05-11 17:13:00,2011-05-11 17:13:00,1,1031.07,441,212,1,1031.07,Churned,1031.07
13236,2011-08-25 08:58:00,2011-11-15 12:50:00,2,744.85,416,25,2,744.85,Active,744.85
13238,2010-12-14 14:37:00,2011-11-22 15:37:00,4,700.73,298,17,4,700.73,Active,700.73
13239,2011-03-23 10:25:00,2011-03-23 10:25:00,1,329.56,327,262,1,329.56,Churned,329.56
13240,2010-12-09 12:49:00,2011-09-04 14:08:00,4,663.65,298,96,4,663.65,Churned,663.65
13242,2011-05-10 12:26:00,2011-08-19 12:53:00,3,270.40000000000003,130,112,3,270.40000000000003,Churned,270.40000000000003
13243,2011-05-20 13:14:00,2011-05-20 13:14:00,1,600.07,233,203,1,600.07,Churned,600.07
13244,2011-09-08 11:46:00,2011-09-08 11:46:00,1,121.74000000000001,38,93,1,121.74000000000001,Churned,121.74000000000001
13245,2011-10-20 11:40:00,2011-10-20 11:40:00,1,430.5,125,51,1,430.5,At Risk,430.5
13246,2011-01-13 13:36:00,2011-11-21 16:50:00,6,1987.3,1602,18,6,1987.3,Active,1987.3
13247,2011-09-18 11:31:00,2011-11-22 10:59:00,4,501.12,328,18,4,501.12,Active,501.12
13248,2011-06-03 13:05:00,2011-08-07 12:40:00,2,465.68,305,125,2,465.68,Churned,465.68
13249,2011-03-23 15:26:00,2011-09-08 13:26:00,3,711.41,546,92,3,711.41,Churned,711.41
13253,2011-01-04 15:43:00,2011-07-06 10:09:00,2,1030.4,1572,157,2,1030.4,Churned,1030.4
13255,2010-12-01 11:58:00,2011-11-30 13:14:00,2,399.51,177,9,2,399.51,Active,399.51
13258,2011-05-18 13:11:00,2011-11-28 09:31:00,3,698.5799999999999,287,12,3,698.5799999999999,Active,698.5799999999999
13259,2011-10-09 10:48:00,2011-10-09 10:48:00,1,292.32,132,62,1,292.32,At Risk,292.32
13260,2011-10-09 13:21:00,2011-10-09 13:21:00,1,557.62,142,61,1,557.62,At Risk,557.62
13261,2011-02-27 10:41:00,2011-03-16 12:22:00,2,944.1,210,269,2,944.1,Churned,944.1
13262,2011-03-21 15:06:00,2011-03-21 15:06:00,1,200.29,125,263,1,200.29,Churned,200.29
13263,2011-01-18 16:31:00,2011-12-08 13:59:00,35,7454.07,4780,1,35,7454.07,Active,7454.07
13265,2011-03-11 09:54:00,2011-10-17 15:02:00,5,2107.66,1752,53,5,2107.66,At Risk,2107.66
13266,2011-03-28 10:14:00,2011-11-28 14:39:00,12,3834.2599999999998,4428,11,12,3834.2599999999998,Active,3834.2599999999998
13267,2010-12-08 09:20:00,2011-12-07 11:12:00,19,4521.49,1969,3,19,4521.49,Active,4521.49
13268,2011-03-17 13:20:00,2011-11-22 11:51:00,11,3214.69,3658,18,11,3214.69,Active,3214.69
13269,2010-12-05 11:51:00,2011-12-08 14:53:00,15,5346.2300000000005,3514,1,15,5346.2300000000005,Active,5346.2300000000005
13270,2010-12-08 14:53:00,2010-12-08 14:53:00,1,590.0,200,366,1,590.0,Churned,590.0
13271,2011-11-02 14:31:00,2011-11-02 14:31:00,1,217.38,253,37,1,217.38,At Risk,217.38
13272,2011-09-11 12:06:00,2011-11-08 14:00:00,2,276.56,96,31,2,276.56,At Risk,276.56
13273,2011-08-18 14:02:00,2011-08-18 14:02:00,1,138.98,153,113,1,138.98,Churned,138.98
13276,2011-09-01 10:03:00,2011-10-07 12:44:00,2,590.9300000000001,161,64,2,590.9300000000001,At Risk,590.9300000000001
13277,2011-07-29 10:06:00,2011-11-24 09:21:00,4,258.4,176,16,4,258.4,Active,258.4
13278,2011-10-30 11:49:00,2011-10-30 11:49:00,1,542.73,537,41,1,542.73,At Risk,542.73
13279,2011-09-22 17:24:00,2011-09-22 17:24:00,1,137.75,73,78,1,137.75,At Risk,137.75
13280,2011-01-06 17:10:00,2011-08-09 13:14:00,3,814.86,522,122,3,814.86,Churned,814.86
13282,2011-05-03 12:03:00,2011-11-21 15:33:00,3,1132.14,307,18,3,1132.14,Active,1132.14
13283,2011-06-07 12:39:00,2011-10-11 09:50:00,2,93.66,90,60,2,93.66,At Risk,93.66
13284,2011-01-13 09:23:00,2011-01-13 09:23:00,1,201.19,91,331,1,201.19,Churned,201.19
13285,2011-02-22 17:13:00,2011-11-16 13:19:00,4,2709.12,2051,23,4,2709.12,Active,2709.12
13291,2011-07-07 10:36:00,2011-07-07 10:36:00,1,361.11,233,156,1,361.11,Churned,361.11
13292,2011-02-28 15:00:00,2011-11-01 10:04:00,2,578.94,347,39,2,578.94,At Risk,578.94
13294,2011-04-04 12:37:00,2011-06-03 08:54:00,2,873.74,453,190,2,873.74,Churned,873.74
13295,2010-12-15 11:21:00,2010-12-15 11:21:00,1,201.20000000000002,82,360,1,201.20000000000002,Churned,201.20000000000002
13296,2011-07-25 13:46:00,2011-07-25 13:46:00,1,87.4,78,137,1,87.4,Churned,87.4
13297,2011-10-03 15:08:00,2011-12-02 09:32:00,4,2089.85,963,8,4,2089.85,Active,2089.85
13298,2011-12-08 13:11:00,2011-12-08 13:11:00,1,360.0,96,1,1,360.0,Active,360.0
13299,2011-03-16 12:55:00,2011-03-16 12:55:00,1,142.5,30,268,1,142.5,Churned,142.5
13300,2011-06-23 13:09:00,2011-06-23 13:09:00,1,371.89,203,169,1,371.89,Churned,371.89
13301,2011-02-20 13:13:00,2011-08-28 11:25:00,4,618.09,345,104,4,618.09,Churned,618.09
13302,2011-07-07 17:56:00,2011-07-07 17:56:00,1,63.75,5,155,1,63.75,Churned,63.75
13304,2010-12-23 14:35:00,2010-12-23 14:35:00,1,300.42,238,351,1,300.42,Churned,300.42
13305,2010-12-02 12:10:00,2011-12-05 15:15:00,10,2000.86,1232,4,10,2000.86,Active,2000.86
13307,2011-08-11 17:14:00,2011-08-11 17:14:00,1,15.0,4,120,1,15.0,Churned,15.0
13308,2011-05-20 13:13:00,2011-11-17 09:31:00,3,1385.51,843,23,3,1385.51,Active,1385.51
13309,2011-02-04 12:29:00,2011-12-02 16:34:00,5,1456.79,1544,7,5,1456.79,Active,1456.79
13310,2011-01-19 14:50:00,2011-11-11 17:23:00,3,1132.03,587,28,3,1132.03,Active,1132.03
13311,2011-07-12 14:26:00,2011-12-05 12:55:00,2,598.57,305,4,2,598.57,Active,598.57
13313,2011-01-04 10:00:00,2011-11-17 16:48:00,5,1555.3200000000002,851,22,5,1555.3200000000002,Active,1555.3200000000002
13314,2011-09-27 10:20:00,2011-12-08 12:29:00,3,775.94,560,2,3,775.94,Active,775.94
13316,2011-03-30 13:01:00,2011-11-02 13:40:00,4,5977.73,6948,37,4,5977.73,At Risk,5977.73
13317,2010-12-16 09:22:00,2011-10-04 13:35:00,6,2273.68,1035,66,6,2273.68,At Risk,2273.68
13318,2011-11-02 13:26:00,2011-12-08 18:51:00,3,640.76,304,1,3,640.76,Active,640.76
13319,2010-12-09 10:04:00,2011-12-04 13:34:00,26,10845.550000000001,4724,5,26,10845.550000000001,Active,10845.550000000001
13320,2011-05-10 10:29:00,2011-09-22 18:07:00,4,1548.7,1096,78,4,1548.7,At Risk,1548.7
13321,2011-09-14 15:18:00,2011-09-28 15:24:00,2,567.36,372,72,2,567.36,At Risk,567.36
13322,2011-11-22 14:21:00,2011-11-22 14:21:00,1,199.48000000000002,117,17,1,199.48000000000002,Active,199.48000000000002
13323,2011-09-16 13:23:00,2011-12-06 17:12:00,5,787.85,175,3,5,787.85,Active,787.85
13324,2010-12-14 09:50:00,2011-11-03 16:28:00,10,7121.95,5205,36,10,7121.95,At Risk,7121.95
13325,2011-09-19 10:36:00,2011-09-19 10:36:00,1,675.3,240,82,1,675.3,At Risk,675.3
13327,2010-12-09 15:32:00,2011-11-01 10:21:00,8,3627.77,1600,39,8,3627.77,At Risk,3627.77
13328,2011-01-27 15:22:00,2011-01-27 15:22:00,1,1308.48,680,316,1,1308.48,Churned,1308.48
13329,2010-12-08 10:11:00,2011-11-08 10:29:00,2,789.0,463,32,2,789.0,At Risk,789.0
13330,2011-01-28 10:08:00,2011-09-08 12:27:00,3,1140.93,751,93,3,1140.93,Churned,1140.93
13332,2011-11-25 13:30:00,2011-11-25 13:30:00,1,350.90000000000003,179,14,1,350.90000000000003,Active,350.90000000000003
13334,2011-02-07 11:42:00,2011-09-18 15:21:00,3,3536.82,1774,82,3,3536.82,At Risk,3536.82
13336,2011-09-23 14:05:00,2011-09-23 14:05:00,1,795.12,559,77,1,795.12,At Risk,795.12
13338,2011-07-05 09:06:00,2011-07-05 09:06:00,1,487.02,256,158,1,487.02,Churned,487.02
13339,2011-05-23 08:31:00,2011-05-23 08:31:00,1,860.12,326,201,1,860.12,Churned,860.12
13340,2011-03-08 11:39:00,2011-10-25 13:15:00,7,10736.48,5770,45,7,10736.48,At Risk,10736.48
13341,2011-03-24 09:50:00,2011-03-24 09:50:00,1,775.85,301,261,1,775.85,Churned,775.85
13343,2011-06-15 12:24:00,2011-06-15 12:24:00,1,353.43,135,178,1,353.43,Churned,353.43
13344,2011-03-07 10:28:00,2011-10-03 09:45:00,3,2543.7200000000003,971,68,3,2543.7200000000003,At Risk,2543.7200000000003
13345,2011-02-25 09:01:00,2011-02-25 09:01:00,1,389.5,141,288,1,389.5,Churned,389.5
13347,2011-09-30 13:28:00,2011-09-30 13:28:00,1,341.36,205,70,1,341.36,At Risk,341.36
13348,2011-10-06 17:28:00,2011-10-06 17:28:00,1,233.76000000000002,136,64,1,233.76000000000002,At Risk,233.76000000000002
13349,2011-11-29 08:07:00,2011-11-29 08:07:00,1,247.32,225,11,1,247.32,Active,247.32
13350,2011-09-21 13:33:00,2011-11-23 16:33:00,2,979.12,287,16,2,979.12,Active,979.12
13351,2011-10-04 12:55:00,2011-10-04 12:55:00,1,373.94,117,66,1,373.94,At Risk,373.94
13352,2011-10-10 13:55:00,2011-10-10 13:55:00,1,397.98,321,60,1,397.98,At Risk,397.98
13354,2011-09-29 13:17:00,2011-09-29 13:17:00,1,743.53,604,71,1,743.53,At Risk,743.53
13355,2011-08-09 14:48:00,2011-08-09 14:48:00,1,674.7,314,122,1,674.7,Churned,674.7
13356,2011-09-20 14:33:00,2011-09-20 14:33:00,1,768.24,325,80,1,768.24,At Risk,768.24
13357,2011-03-27 13:56:00,2011-03-27 13:56:00,1,609.95,322,257,1,609.95,Churned,609.95
13358,2011-03-16 11:52:00,2011-03-16 11:52:00,1,439.03000000000003,285,269,1,439.03000000000003,Churned,439.03000000000003
13359,2011-10-07 09:30:00,2011-10-07 09:30:00,1,439.56,161,64,1,439.56,At Risk,439.56
13362,2011-02-25 11:33:00,2011-11-30 14:41:00,4,3090.7400000000002,1382,9,4,3090.7400000000002,Active,3090.7400000000002
13363,2011-10-27 10:46:00,2011-11-22 12:40:00,2,992.5,710,18,2,992.5,Active,992.5
13364,2011-09-29 18:13:00,2011-09-29 18:13:00,1,134.96,71,71,1,134.96,At Risk,134.96
13365,2011-05-06 12:00:00,2011-11-06 12:36:00,2,2225.37,1247,34,2,2225.37,At Risk,2225.37
13366,2011-10-20 13:37:00,2011-10-20 13:37:00,1,56.16,144,50,1,56.16,At Risk,56.16
13368,2011-01-06 12:32:00,2011-03-28 09:59:00,2,623.4,327,257,2,623.4,Churned,623.4
13369,2010-12-09 11:30:00,2010-12-09 11:30:00,1,308.28000000000003,149,366,1,308.28000000000003,Churned,308.28000000000003
13370,2010-12-03 10:26:00,2010-12-03 10:26:00,1,754.87,343,372,1,754.87,Churned,754.87
13372,2011-09-11 12:46:00,2011-09-11 12:46:00,1,378.64,159,90,1,378.64,At Risk,378.64
13373,2011-03-08 14:35:00,2011-10-10 10:51:00,3,3312.25,1651,61,3,3312.25,At Risk,3312.25
13375,2011-09-12 10:19:00,2011-09-12 10:19:00,1,778.65,442,89,1,778.65,At Risk,778.65
13376,2011-04-19 13:03:00,2011-09-01 16:16:00,3,1019.76,493,99,3,1019.76,Churned,1019.76
13379,2011-07-26 12:26:00,2011-11-13 13:45:00,3,572.56,601,26,3,572.56,Active,572.56
13381,2011-02-14 10:10:00,2011-11-08 11:58:00,6,3639.31,2029,32,6,3639.31,At Risk,3639.31
13382,2011-03-04 10:03:00,2011-03-04 10:03:00,1,222.99,131,281,1,222.99,Churned,222.99
13384,2011-06-14 12:47:00,2011-11-09 11:04:00,7,4151.93,2422,31,7,4151.93,At Risk,4151.93
13385,2011-01-14 09:52:00,2011-01-14 09:52:00,1,534.57,281,330,1,534.57,Churned,534.57
13388,2011-07-31 12:52:00,2011-07-31 12:52:00,2,677.1,282,131,2,677.1,Churned,677.1
13389,2011-04-21 12:12:00,2011-11-28 14:01:00,3,797.96,429,11,3,797.96,Active,797.96
13390,2011-09-26 08:38:00,2011-09-26 08:38:00,1,544.08,224,75,1,544.08,At Risk,544.08
13391,2011-05-20 10:50:00,2011-05-20 10:50:00,1,59.8,4,204,1,59.8,Churned,59.8
13394,2011-02-03 10:39:00,2011-12-08 11:36:00,8,2520.02,2392,2,8,2520.02,Active,2520.02
13395,2011-06-07 15:04:00,2011-06-07 15:04:00,1,307.72,336,185,1,307.72,Churned,307.72
13396,2011-01-24 13:37:00,2011-11-10 16:59:00,2,1360.99,600,29,2,1360.99,Active,1360.99
13397,2011-01-04 13:50:00,2011-09-28 10:56:00,5,1544.13,430,73,5,1544.13,At Risk,1544.13
13398,2011-05-31 13:17:00,2011-05-31 13:17:00,1,457.34000000000003,281,192,1,457.34000000000003,Churned,457.34000000000003
13402,2010-12-02 17:12:00,2011-08-04 15:51:00,2,621.23,479,127,2,621.23,Churned,621.23
13403,2011-11-22 08:28:00,2011-11-22 08:28:00,1,75.0,44,18,1,75.0,Active,75.0
13404,2011-05-11 11:57:00,2011-12-08 15:37:00,2,252.49,111,1,2,252.49,Active,252.49
13405,2011-01-26 09:27:00,2011-09-26 17:01:00,3,572.451,165,74,3,572.451,At Risk,572.451
13408,2010-12-01 10:39:00,2011-12-08 09:05:00,62,28117.04,16232,2,62,28117.04,Active,28117.04
13410,2011-02-21 14:38:00,2011-11-15 15:33:00,5,1003.06,518,24,5,1003.06,Active,1003.06
13411,2011-08-24 13:57:00,2011-08-24 13:57:00,1,213.55,72,107,1,213.55,Churned,213.55
13414,2011-02-16 12:13:00,2011-07-29 11:45:00,3,1390.5,1574,134,3,1390.5,Churned,1390.5
